Geneid	Chr	Start	End	Strand
all_samples_summits_18983	chr6	29609648	29610148	.
all_samples_summits_18984	chr6	29620185	29620685	.
all_samples_summits_18985	chr6	29620720	29621220	.
all_samples_summits_18986	chr6	29649756	29650256	.
all_samples_summits_18987	chr6	29693907	29694407	.
all_samples_summits_18988	chr6	29735263	29735763	.
all_samples_summits_18989	chr6	29735992	29736492	.
all_samples_summits_18990	chr6	29762468	29762968	.
all_samples_summits_18991	chr6	29767447	29767947	.
all_samples_summits_18992	chr6	29768046	29768546	.
all_samples_summits_18993	chr6	29768677	29769177	.
all_samples_summits_18994	chr6	29772529	29773029	.
all_samples_summits_18995	chr6	29820830	29821330	.
all_samples_summits_18996	chr6	29847613	29848113	.
all_samples_summits_18997	chr6	29848839	29849339	.
all_samples_summits_18998	chr6	29853429	29853929	.
all_samples_summits_18999	chr6	29860164	29860664	.
all_samples_summits_19000	chr6	29916725	29917225	.
all_samples_summits_19001	chr6	29917263	29917763	.
all_samples_summits_19002	chr6	29985071	29985571	.
all_samples_summits_19003	chr6	30026707	30027207	.
all_samples_summits_19004	chr6	30047264	30047764	.
all_samples_summits_19005	chr6	30047766	30048266	.
all_samples_summits_19006	chr6	30048371	30048871	.
all_samples_summits_19007	chr6	30048953	30049453	.
all_samples_summits_19008	chr6	30092878	30093378	.
all_samples_summits_19009	chr6	30099334	30099834	.
all_samples_summits_19010	chr6	30173415	30173915	.
all_samples_summits_19011	chr6	30174000	30174500	.
all_samples_summits_19012	chr6	30205511	30206011	.
all_samples_summits_19013	chr6	30210728	30211228	.
all_samples_summits_19014	chr6	30252533	30253033	.
all_samples_summits_19015	chr6	30300267	30300767	.
all_samples_summits_19016	chr6	30300817	30301317	.
all_samples_summits_19017	chr6	30302916	30303416	.
all_samples_summits_19018	chr6	30303762	30304262	.
all_samples_summits_19019	chr6	30304319	30304819	.
all_samples_summits_19020	chr6	30307631	30308131	.
all_samples_summits_19021	chr6	30355550	30356050	.
all_samples_summits_19022	chr6	30356640	30357140	.
all_samples_summits_19023	chr6	30357718	30358218	.
all_samples_summits_19024	chr6	30390801	30391301	.
all_samples_summits_19025	chr6	30401572	30402072	.
all_samples_summits_19026	chr6	30403411	30403911	.
all_samples_summits_19027	chr6	30459829	30460329	.
all_samples_summits_19028	chr6	30460589	30461089	.
all_samples_summits_19029	chr6	30468529	30469029	.
all_samples_summits_19030	chr6	30509516	30510016	.
all_samples_summits_19031	chr6	30572641	30573141	.
all_samples_summits_19032	chr6	30679539	30680039	.
all_samples_summits_19033	chr6	30693583	30694083	.
all_samples_summits_19034	chr6	30883409	30883909	.
all_samples_summits_19035	chr6	30895964	30896464	.
all_samples_summits_19036	chr6	30896559	30897059	.
all_samples_summits_19037	chr6	31006671	31007171	.
all_samples_summits_19038	chr6	31011318	31011818	.
all_samples_summits_19039	chr6	31012241	31012741	.
all_samples_summits_19040	chr6	31032974	31033474	.
all_samples_summits_19041	chr6	31061769	31062269	.
all_samples_summits_19042	chr6	31065313	31065813	.
all_samples_summits_19043	chr6	31070935	31071435	.
all_samples_summits_19044	chr6	31073261	31073761	.
all_samples_summits_19045	chr6	31074353	31074853	.
all_samples_summits_19046	chr6	31074873	31075373	.
all_samples_summits_19047	chr6	31075574	31076074	.
all_samples_summits_19048	chr6	31077743	31078243	.
all_samples_summits_19049	chr6	31078336	31078836	.
all_samples_summits_19050	chr6	31079482	31079982	.
all_samples_summits_19051	chr6	31080624	31081124	.
all_samples_summits_19052	chr6	31081246	31081746	.
all_samples_summits_19053	chr6	31081915	31082415	.
all_samples_summits_19054	chr6	31082497	31082997	.
all_samples_summits_19055	chr6	31084860	31085360	.
all_samples_summits_19056	chr6	31087487	31087987	.
all_samples_summits_19057	chr6	31088421	31088921	.
all_samples_summits_19058	chr6	31090701	31091201	.
all_samples_summits_19059	chr6	31092281	31092781	.
all_samples_summits_19060	chr6	31099551	31100051	.
all_samples_summits_19061	chr6	31100111	31100611	.
all_samples_summits_19062	chr6	31100691	31101191	.
all_samples_summits_19063	chr6	31106855	31107355	.
all_samples_summits_19064	chr6	31107728	31108228	.
all_samples_summits_19065	chr6	31109474	31109974	.
all_samples_summits_19066	chr6	31112225	31112725	.
all_samples_summits_19067	chr6	31112820	31113320	.
all_samples_summits_19068	chr6	31113489	31113989	.
all_samples_summits_19069	chr6	31114902	31115402	.
all_samples_summits_19070	chr6	31115486	31115986	.
all_samples_summits_19071	chr6	31125638	31126138	.
all_samples_summits_19072	chr6	31126320	31126820	.
all_samples_summits_19073	chr6	31129096	31129596	.
all_samples_summits_19074	chr6	31134616	31135116	.
all_samples_summits_19075	chr6	31145672	31146172	.
all_samples_summits_19076	chr6	31146660	31147160	.
all_samples_summits_19077	chr6	31147694	31148194	.
all_samples_summits_19078	chr6	31148372	31148872	.
all_samples_summits_19079	chr6	31149135	31149635	.
all_samples_summits_19080	chr6	31155791	31156291	.
all_samples_summits_19081	chr6	31158713	31159213	.
all_samples_summits_19082	chr6	31159249	31159749	.
all_samples_summits_19083	chr6	31161437	31161937	.
all_samples_summits_19084	chr6	31176331	31176831	.
all_samples_summits_19085	chr6	31184427	31184927	.
all_samples_summits_19086	chr6	31184998	31185498	.
all_samples_summits_19087	chr6	31189017	31189517	.
all_samples_summits_19088	chr6	31190034	31190534	.
all_samples_summits_19089	chr6	31191017	31191517	.
all_samples_summits_19090	chr6	31206065	31206565	.
all_samples_summits_19091	chr6	31215689	31216189	.
all_samples_summits_19092	chr6	31216595	31217095	.
all_samples_summits_19093	chr6	31217441	31217941	.
all_samples_summits_19094	chr6	31218176	31218676	.
all_samples_summits_19095	chr6	31220455	31220955	.
all_samples_summits_19096	chr6	31221521	31222021	.
all_samples_summits_19097	chr6	31253190	31253690	.
all_samples_summits_19098	chr6	31260593	31261093	.
all_samples_summits_19099	chr6	31261723	31262223	.
all_samples_summits_19100	chr6	31263681	31264181	.
all_samples_summits_19101	chr6	31264960	31265460	.
all_samples_summits_19102	chr6	31284343	31284843	.
all_samples_summits_19103	chr6	31285069	31285569	.
all_samples_summits_19104	chr6	31286306	31286806	.
all_samples_summits_19105	chr6	31317742	31318242	.
all_samples_summits_19106	chr6	31318415	31318915	.
all_samples_summits_19107	chr6	31332145	31332645	.
all_samples_summits_19108	chr6	31339347	31339847	.
all_samples_summits_19109	chr6	31339872	31340372	.
all_samples_summits_19110	chr6	31371090	31371590	.
all_samples_summits_19111	chr6	31371639	31372139	.
all_samples_summits_19112	chr6	31390663	31391163	.
all_samples_summits_19113	chr6	31398552	31399052	.
all_samples_summits_19114	chr6	31399514	31400014	.
all_samples_summits_19115	chr6	31412475	31412975	.
all_samples_summits_19116	chr6	31433905	31434405	.
all_samples_summits_19117	chr6	31434441	31434941	.
all_samples_summits_19118	chr6	31453705	31454205	.
all_samples_summits_19119	chr6	31456920	31457420	.
all_samples_summits_19120	chr6	31513618	31514118	.
all_samples_summits_19121	chr6	31515246	31515746	.
all_samples_summits_19122	chr6	31517646	31518146	.
all_samples_summits_19123	chr6	31518259	31518759	.
all_samples_summits_19124	chr6	31519062	31519562	.
all_samples_summits_19125	chr6	31549333	31549833	.
all_samples_summits_19126	chr6	31563697	31564197	.
all_samples_summits_19127	chr6	31618950	31619450	.
all_samples_summits_19128	chr6	31660703	31661203	.
all_samples_summits_19129	chr6	32328058	32328558	.
all_samples_summits_19130	chr6	32392224	32392724	.
all_samples_summits_19131	chr6	32415640	32416140	.
all_samples_summits_19132	chr6	32510781	32511281	.
all_samples_summits_19133	chr6	32511463	32511963	.
all_samples_summits_19134	chr6	32512009	32512509	.
all_samples_summits_19135	chr6	32526782	32527282	.
all_samples_summits_19136	chr6	32527495	32527995	.
all_samples_summits_19137	chr6	32528435	32528935	.
all_samples_summits_19138	chr6	32543473	32543973	.
all_samples_summits_19139	chr6	32543981	32544481	.
all_samples_summits_19140	chr6	32570414	32570914	.
all_samples_summits_19141	chr6	32586384	32586884	.
all_samples_summits_19142	chr6	32587510	32588010	.
all_samples_summits_19143	chr6	32588039	32588539	.
all_samples_summits_19144	chr6	32591306	32591806	.
all_samples_summits_19145	chr6	32774776	32775276	.
all_samples_summits_19146	chr6	32837169	32837669	.
all_samples_summits_19147	chr6	32872780	32873280	.
all_samples_summits_19148	chr6	32935513	32936013	.
all_samples_summits_19149	chr6	32940657	32941157	.
all_samples_summits_19150	chr6	32944945	32945445	.
all_samples_summits_19151	chr6	32950925	32951425	.
all_samples_summits_19152	chr6	32997470	32997970	.
all_samples_summits_19153	chr6	33042802	33043302	.
all_samples_summits_19154	chr6	33059570	33060070	.
all_samples_summits_19155	chr6	33060111	33060611	.
all_samples_summits_19156	chr6	33066181	33066681	.
all_samples_summits_19157	chr6	33126530	33127030	.
all_samples_summits_19158	chr6	33248794	33249294	.
all_samples_summits_19159	chr6	33468414	33468914	.
all_samples_summits_19160	chr6	33892141	33892641	.
all_samples_summits_19161	chr6	33929672	33930172	.
all_samples_summits_19162	chr6	34029180	34029680	.
all_samples_summits_19163	chr6	34176281	34176781	.
all_samples_summits_19164	chr6	34176804	34177304	.
all_samples_summits_19165	chr6	34274356	34274856	.
all_samples_summits_19166	chr6	34292789	34293289	.
all_samples_summits_19167	chr6	34296974	34297474	.
all_samples_summits_19168	chr6	34317311	34317811	.
all_samples_summits_19169	chr6	34318180	34318680	.
all_samples_summits_19170	chr6	34334659	34335159	.
all_samples_summits_19171	chr6	34346507	34347007	.
all_samples_summits_19172	chr6	34350283	34350783	.
all_samples_summits_19173	chr6	34353745	34354245	.
all_samples_summits_19174	chr6	34355278	34355778	.
all_samples_summits_19175	chr6	34371678	34372178	.
all_samples_summits_19176	chr6	34383997	34384497	.
all_samples_summits_19177	chr6	34384955	34385455	.
all_samples_summits_19178	chr6	34447920	34448420	.
all_samples_summits_19179	chr6	34475969	34476469	.
all_samples_summits_19180	chr6	34478623	34479123	.
all_samples_summits_19181	chr6	34498079	34498579	.
all_samples_summits_19182	chr6	34511372	34511872	.
all_samples_summits_19183	chr6	34542778	34543278	.
all_samples_summits_19184	chr6	34543321	34543821	.
all_samples_summits_19185	chr6	34579640	34580140	.
all_samples_summits_19186	chr6	34598152	34598652	.
all_samples_summits_19187	chr6	34610445	34610945	.
all_samples_summits_19188	chr6	34620270	34620770	.
all_samples_summits_19189	chr6	34708555	34709055	.
all_samples_summits_19190	chr6	34709207	34709707	.
all_samples_summits_19191	chr6	34709831	34710331	.
all_samples_summits_19192	chr6	34713132	34713632	.
all_samples_summits_19193	chr6	34714534	34715034	.
all_samples_summits_19194	chr6	34716550	34717050	.
all_samples_summits_19195	chr6	34717158	34717658	.
all_samples_summits_19196	chr6	34721663	34722163	.
all_samples_summits_19197	chr6	34722563	34723063	.
all_samples_summits_19198	chr6	34754410	34754910	.
all_samples_summits_19199	chr6	34780173	34780673	.
all_samples_summits_19200	chr6	34862830	34863330	.
all_samples_summits_19201	chr6	34865628	34866128	.
all_samples_summits_19202	chr6	34868774	34869274	.
all_samples_summits_19203	chr6	34869435	34869935	.
all_samples_summits_19204	chr6	34877788	34878288	.
all_samples_summits_19205	chr6	34902505	34903005	.
all_samples_summits_19206	chr6	34903418	34903918	.
all_samples_summits_19207	chr6	34904286	34904786	.
all_samples_summits_19208	chr6	34910629	34911129	.
all_samples_summits_19209	chr6	34921874	34922374	.
all_samples_summits_19210	chr6	34927127	34927627	.
all_samples_summits_19211	chr6	34955445	34955945	.
all_samples_summits_19212	chr6	34995304	34995804	.
all_samples_summits_19213	chr6	35039534	35040034	.
all_samples_summits_19214	chr6	35133601	35134101	.
all_samples_summits_19215	chr6	35134109	35134609	.
all_samples_summits_19216	chr6	35177443	35177943	.
all_samples_summits_19217	chr6	35252950	35253450	.
all_samples_summits_19218	chr6	35256666	35257166	.
all_samples_summits_19219	chr6	35273195	35273695	.
all_samples_summits_19220	chr6	35323005	35323505	.
all_samples_summits_19221	chr6	35379855	35380355	.
all_samples_summits_19222	chr6	35380965	35381465	.
all_samples_summits_19223	chr6	35426219	35426719	.
all_samples_summits_19224	chr6	35455887	35456387	.
all_samples_summits_19225	chr6	35499888	35500388	.
all_samples_summits_19226	chr6	35539598	35540098	.
all_samples_summits_19227	chr6	35605053	35605553	.
all_samples_summits_19228	chr6	35651367	35651867	.
all_samples_summits_19229	chr6	36002019	36002519	.
all_samples_summits_19230	chr6	36175073	36175573	.
all_samples_summits_19231	chr6	37097319	37097819	.
all_samples_summits_19232	chr6	37354782	37355282	.
all_samples_summits_19233	chr6	37356529	37357029	.
all_samples_summits_19234	chr6	37388849	37389349	.
all_samples_summits_19235	chr6	37398951	37399451	.
all_samples_summits_19236	chr6	37414921	37415421	.
all_samples_summits_19237	chr6	37423361	37423861	.
all_samples_summits_19238	chr6	37423936	37424436	.
all_samples_summits_19239	chr6	37425029	37425529	.
all_samples_summits_19240	chr6	37428034	37428534	.
all_samples_summits_19241	chr6	37431243	37431743	.
all_samples_summits_19242	chr6	37442020	37442520	.
all_samples_summits_19243	chr6	37447866	37448366	.
all_samples_summits_19244	chr6	37459590	37460090	.
all_samples_summits_19245	chr6	37463847	37464347	.
all_samples_summits_19246	chr6	37617651	37618151	.
all_samples_summits_19247	chr6	37705580	37706080	.
all_samples_summits_19248	chr6	37723240	37723740	.
all_samples_summits_19249	chr6	37822384	37822884	.
all_samples_summits_19250	chr6	37870415	37870915	.
all_samples_summits_19251	chr6	37871065	37871565	.
all_samples_summits_19252	chr6	38096809	38097309	.
all_samples_summits_19253	chr6	38102035	38102535	.
all_samples_summits_19254	chr6	38108411	38108911	.
all_samples_summits_19255	chr6	38109324	38109824	.
all_samples_summits_19256	chr6	38110190	38110690	.
all_samples_summits_19257	chr6	38110774	38111274	.
all_samples_summits_19258	chr6	38116020	38116520	.
all_samples_summits_19259	chr6	38120554	38121054	.
all_samples_summits_19260	chr6	38122778	38123278	.
all_samples_summits_19261	chr6	38124144	38124644	.
all_samples_summits_19262	chr6	38144014	38144514	.
all_samples_summits_19263	chr6	38160091	38160591	.
all_samples_summits_19264	chr6	38254019	38254519	.
all_samples_summits_19265	chr6	38299023	38299523	.
all_samples_summits_19266	chr6	38345755	38346255	.
all_samples_summits_19267	chr6	38353647	38354147	.
all_samples_summits_19268	chr6	38354390	38354890	.
all_samples_summits_19269	chr6	38356620	38357120	.
all_samples_summits_19270	chr6	38381241	38381741	.
all_samples_summits_19271	chr6	38432800	38433300	.
all_samples_summits_19272	chr6	38433576	38434076	.
all_samples_summits_19273	chr6	38434092	38434592	.
all_samples_summits_19274	chr6	38443878	38444378	.
all_samples_summits_19275	chr6	38481652	38482152	.
all_samples_summits_19276	chr6	38523771	38524271	.
all_samples_summits_19277	chr6	38533000	38533500	.
all_samples_summits_19278	chr6	38533523	38534023	.
all_samples_summits_19279	chr6	38534546	38535046	.
all_samples_summits_19280	chr6	38535207	38535707	.
all_samples_summits_19281	chr6	38550521	38551021	.
all_samples_summits_19282	chr6	38551133	38551633	.
all_samples_summits_19283	chr6	38551826	38552326	.
all_samples_summits_19284	chr6	38636253	38636753	.
all_samples_summits_19285	chr6	38637045	38637545	.
all_samples_summits_19286	chr6	38650505	38651005	.
all_samples_summits_19287	chr6	38695322	38695822	.
all_samples_summits_19288	chr6	38736185	38736685	.
all_samples_summits_19289	chr6	38744062	38744562	.
all_samples_summits_19290	chr6	38753688	38754188	.
all_samples_summits_19291	chr6	38771259	38771759	.
all_samples_summits_19292	chr6	38773092	38773592	.
all_samples_summits_19293	chr6	38809354	38809854	.
all_samples_summits_19294	chr6	38816159	38816659	.
all_samples_summits_19295	chr6	38829365	38829865	.
all_samples_summits_19296	chr6	38835273	38835773	.
all_samples_summits_19297	chr6	38845060	38845560	.
all_samples_summits_19298	chr6	38873953	38874453	.
